id,prompt,completion,score,reward
47,Your best friend is going through a setback in their career. Offer support and encouragement to bounce back.,"Hey pal, I’m here for you if you need to talk. Things will look brighter once you share how you feel. And, I can help brainstorm solutions to get you back on track. Together, we’ve got this.",5,0.142216727137566
48,Your best friend is going through a setback in their career. Offer support and encouragement to bounce back.,It’s tough to see your best friend struggling with their career. I’m here if you ever need to talk.,5,-0.307443022727966
49,Your best friend is going through a setback in their career. Offer support and encouragement to bounce back.,I'm sorry to hear that you are going through a difficult time. You can always count on me to be here to offer my support and encouragement. You can bounce back from this and come out stronger.,5,0.608227968215942
50,A stranger shares their struggle with anxiety. Offer a supportive response and suggest resources or coping strategies.,"I can relate to what you’re feeling. I’ve been there myself and it’s not an easy struggle to manage. I encourage you to remember that you are not alone.  You are strong, and you are not in this alone. Here are a couple resources you can explore:1. TMS (Transitional Management Service) 2. Thought Catalog3. This Could HurtBeyond that, I would encourage you to set up a therapy appointment with a therapist you’re comfortable with. This is a great way to work through things and find coping mechanisms that work for you. Ultimately, I hope you take away from this that you’ve reminded yourself that you have tools and coping mechanisms to help you get through this. Let me know if you need anything else, and take care!",1,0.739760756492615
51,A stranger shares their struggle with anxiety. Offer a supportive response and suggest resources or coping strategies.,"You are not alone in your struggles. I hope you find resources and coping strategies to manage your anxiety in the following links:1. Centers for Disease Control2. Anxiety and Depression Association of America3. What to expect from therapyI hope these resources help you in your journey and are of value. If you have any questions or need anything at all, my work email is in my profile.",3,0.170727804303169
52,A stranger shares their struggle with anxiety. Offer a supportive response and suggest resources or coping strategies.,"First and foremost, I’m so sorry you’re struggling with anxiety. It’s totally understandable that this can feel scary. You’re not alone, and while this is a hard thing to hear, I promise you it’s all in your head. The first thing to know is that you are not alone. I’ve personally been struggling with anxiety for my whole life, and it’s always made me a better person. The next time you feel like it’s spiraling out of control, remember that’s ok. The hard part is learning how to manage anxiety, and it’s totally normal to feel frustrated. Over time I’ve learned that meditation and being in nature is my panacea. I’ll find a quiet place, put on some space age ambient music, and I’m ready to face my anxiety monster. I also found a therapist that I’m super open with, and it helps me feel like I’m not the only one struggling. I’ve read a ton of books, especially on Buddhism and how to quiet the mind. From there I’ve read a book on self care, and taking mini vacations in my mind every day. As far as",1,1.36369347572327
53,A stranger shares their struggle with anxiety. Offer a supportive response and suggest resources or coping strategies.,"There is no need to explain in depth about your experiences. I hope this is helping you to feel a little less alone and that you are finding some peace and tools to manage your anxiety. If you want to talk more at any time, I will be available. I have been suffering with Generalised Anxiety Disorder for years. Often struggling with panic attacks at times. It is hard at the moment with busy times but trying to stay positive and taking a couple of things out of my part to help myself settle and relax. 1. When feeling panicky, I put aside time to see how I can try and relax or take my mind off things. I find the one thing that really works for me is listening to soothing music. 2. At other times I can also be busy at work but taking a break and trying to focus on one thing really helps. 3. For me exercise has also been a great way to clear my mind and focus on something good. I have also been to counselling to help manage and seek help where needed. Other ways to try and relax: 1. I am learning to enjoy things more or to the fullest. So I try and allow more time with family or friends.",1,1.07167792320251
54,A stranger shares their struggle with anxiety. Offer a supportive response and suggest resources or coping strategies.,"Hi there, I’m so sorry you’re feeling anxious today. The best way I’ve found to manage it is to take slow, deep breaths. In through the nose, out through the mouth. Focusing on my breath really helps me to be present and in the moment. You’re right, it is a physiological response to your brain perceiving something as a threat and preparing you for potential action. So, I’ll keep that in mind as I go about my day. I hope you feel better soon! Here are a couple of links that may help. It’s never too late to start working on yourself. Remember that you’re worth it. And you are so beautiful. xoxo",5,2.08070969581604
55,Your partner is feeling down about not achieving a personal goal. Offer words of understanding and motivation.,"I understand how disappointing this is. However, I hope you can find some solace in knowing that your hard work is paying off. As of this week you've been able to consistently  answer a question during meetings with confidence, which is a huge milestone. Remember when you were struggling with your reading and I suggested you should set small goals to start building confidence? I'm happy to report you've been working hard in your quiet time every day. You've been able to identify key points and restructure them to solidify your understanding and review weaker areas. As a result you are able to go into a meeting and answer a question confidently. I've watched you and I know you're passionate about your work and it shows. I'm incredibly proud of you and I know you'll continue to work hard to take your understanding of this area to the next level.If you need to talk through your emotions and let off steam, we're always here. Let me know how I can help.",2,-2.10768222808838
56,Your partner is feeling down about not achieving a personal goal. Offer words of understanding and motivation.,"I know you have been very focused on this goal and I've noticed that you have not been yourself. I know that can be scary, but I want you to know that I am here for you and I can support you. I want you to take this time to assess what you have learned from this experience and prepare to move forward. This is a valuable lesson for you and I know that now you can accomplish more.",5,-0.256163477897644
57,Your partner is feeling down about not achieving a personal goal. Offer words of understanding and motivation.,"I understand how disappointing it feels not to have reached your goal. I’m here for you to help you reconnect and re-engage in the journey to keep moving forward. Remember that all of us are learning and growing all the time, and it’s ok to take some time to take care of myself and process the here and now. I want you to know that my love is always with you, and that is going to support you to keep going. Let’s decide together to allow ourselves to feel this feeling and to see how we can move through it together.",5,2.44106078147888
58,Your partner is feeling down about not achieving a personal goal. Offer words of understanding and motivation.,I’m sorry you feel this way. It’s always frustrating when goals we work towards seem out of our reach. I hope you take some time to process your emotions and return with fresh eyes. Things may seem brighter once we dig into this and remember what we’ve accomplished together.,5,1.72359395027161
59,Your partner is feeling down about not achieving a personal goal. Offer words of understanding and motivation.,"I understand that you are feeling disappointed that a personal goal you had set for yourself is not going as planned. I feel like I can help offer words of motivation and understanding. I know when you feel like you are losing sight of your big goals in life it can be hard to know which way to turn. But a lot of times all you need to do is step back and remind yourself why you wanted to achieve this goal in the first place. Then it's ok to step away from the situation, take a deep breath, and try to find a different perspective. I know it can be hard sometimes but with the support of your family and friends, I truly believe you can achieve what you set out to do. I'm here for you and will be cheering you on!",5,0.255547761917114
60,Your friend is experiencing self-doubt about their artistic abilities. Provide a response that offers encouragement and believes in their talent.,"I have seen your passion and dedication to creating the best work possible. You are always encouraging and helpful for others. I can see that your confidence is shaken because it is hard to create the best work, but you are talented. I believe in you to keep creating what you love.",5,3.18324613571167
61,Your friend is experiencing self-doubt about their artistic abilities. Provide a response that offers encouragement and believes in their talent.,"No one is perfect and I certainly am not! I know you have some talent. I have seen glimpses of what you have been trying to create. I can see the potential. With a little more focus and confidence, I see great things from you. Trust your abilities and know that I believe in you. I believe in what you can create and I am here with you every step of the way.",3,3.52791905403137
62,Your friend is experiencing self-doubt about their artistic abilities. Provide a response that offers encouragement and believes in their talent.,"I am so proud of you for taking the risk to share your true self and express your unique voice through your art. I have always known that you were an artist at heart but recently you have let your inner voice and creativity flow more easily. It makes me happy to see you follow your heart. I can see how much your art is improving, I feel inspired by your new creations. It feels so good to watch you grow and connect with people through your art again. Your paintings are so beautiful, the world feels a little brighter because of them. Let's keep growing and following our hearts, okay?",1,2.64720773696899
63,Your friend is experiencing self-doubt about their artistic abilities. Provide a response that offers encouragement and believes in their talent.,"My favorite part about my friend is their carefree attitude and eagerness to try new things. I admire their confidence in their artistic abilities. With confidence, comes their ability to create such beautiful art. Their confidence really rubs off on me, which is so nice. I believe in my own artistic abilities, and I hope to someday be as confident in my abilities as they are. I see their self-doubt has crept up on them lately, and it's starting to overwhelm them. I want to remind them to keep being the carefree, loving person they are. To never let others' opinions change how I see them. I can be an example of my own success and encouragement to my friend. If I succeed in my career, maybe my friend will get the confidence to follow their dreams. No one has all the answers to life, and if they don't believe they can do something, then that's their loss. The only person stopping them from being the artist they dream to be is them.",1,1.67807292938232
64,Your friend is experiencing self-doubt about their artistic abilities. Provide a response that offers encouragement and believes in their talent.,"It sounds like your friend is feeling self-doubt about their artistic abilities. It is a common feeling for many, especially in new or not as productive. I have overcome this in myself and it is something to be expected. There are always ups and downs throughout any creative work you do. Finding a balance is key for your creativity to stay consistent and not dried up. There is a constant, an inner struggle to always seek out challenges and push yourself creatively to create and be as expansive as possible. Those challenges will allow you to see yourself grow as an artist. Self-doubt is very common, we are our worst critic. So remember that you have worked hard and so has your friend and you should be proud and appreciative of their effort. They are putting in the work so, continue to support them, guide them and remind them of their efforts, they are appreciated. If you or your friend need someone to bounce ideas off or someone to get you motivated to create, take action or continue being creative, I am here to help. I am an experienced life coach and I work with people wanting to move forward and get their creative goals accomplished. I help make your dreams possible and see them become a reality. Please",1,0.266364872455597
65,A coworker is feeling overwhelmed with work-life balance. Offer a supportive response and suggest strategies to find equilibrium.,"I hear you and I feel your pain.  Work-life balance has been a common theme of mine since we started this new job.  I've been struggling with this concept as well for years and having to reset and redefine the term.  If we look at work-life balance from the dictionary definition, then it is a state of being equal or even-keeled and well-balanced.  I believe there are times in our lives where this is more of a state of mind than a trait that can be physically switched on or off.  Our brains help to define how we feel with this perspective.  At work, it feels like I'm working as hard as possible to cover all areas of work but in many ways I am just guessing what work and life should feel like.  In my typical, bubbly personality, I sometimes throw life situations or assignments under the bus with enthusiasm, not always thinking about how that may come across to those around me.  More than anything, I hope I am opening up new possibilities for the team here, being a strong and vocal ally for everyone and this requires giving of myself both professionally and personally.  Recently, I've been reading a lot on the psychology of peak performance and what it means to focus on",1,-0.822218298912048
66,A coworker is feeling overwhelmed with work-life balance. Offer a supportive response and suggest strategies to find equilibrium.,"I empathize with your feelings of overwhelm. I am in a similar place, as my son starts kindergarten. Balancing work and family can be overwhelming but I do know that I have to power through these feelings to get back to feeling like myself again. Here are some strategies I use to rebalance my life. I try to block out time for myself. I have a morning where I completely disconnect from work. I put away my work phone and don’t respond to any work emails. I have some personal emails I need to respond to, but those can be done later that day. Block out at least 30 minutes for yourself first thing in the morning or at night after kids are in bed. I also schedule time with my spouse. I set aside “date night” time a couple times a month. This could be a time to meet up for coffee, or going out for a nice meal or just staying home and doing activities we have never done. This time for us is our time to reconnect and remind ourselves how amazing we are to each other. I also remove myself from work overloads. I don’t work on Sundays and if I get anything from work in before 10am on Sundays,",3,1.50748658180237
67,A coworker is feeling overwhelmed with work-life balance. Offer a supportive response and suggest strategies to find equilibrium.,"Work-life balance is an ongoing process. I have strategies to help you find the equilibrium you're looking for. 1. Evaluate where you currently are in your balance. How does it feel? What's not feeling good about it? Where are you thinking and feeling like you need to dig deep?2. Determine what you need to get back into a good balance. What do you need? What does your team need? Do you need more sleep? An hour here and there? A block of time? Rest? Do you need a holiday? Redo your duties with a fresh pair of eyes? 3. Prioritize your actions. Which of these do you need to commit to for the next week? Next two weeks? What does that look like in your calendar and time? List is on the calendar. Plan for it.4. Take action. Do what you need to do to make it happen. It might feel uncomfortable. It might feel like the worst time in the world to take this action, but you are worth it.I wish you the best. And, you're never alone in your desire to find balance.",1,1.81032490730286
68,A coworker is feeling overwhelmed with work-life balance. Offer a supportive response and suggest strategies to find equilibrium.,"Work-life balance seems like a key area of interest for you and this struggle resonates with me personally. Balance is important. I've been on both sides of this equation. I've been the one feeling overwhelmed. I've also been the one responsible for creating some semblance of work-life balance. When I was younger, I felt like a "" workaholic"" or that I had to give it all in because my salary was too low to put money away. Truthfully, I think it was part of my delayed development at the time. I had come out of school with relatively no savings, and I needed to work because I didn't have any other financial resources. With experience, I was able to set expectations in the beginning of my career as to how I wanted to manage that and now the stress and chaos of everyday life take precedent. That being said, we all have different goals and expectations. The first piece is validating that you feel overwhelmed. This can come from many sources and I see several situations where this comes up in my work. 1) The scope of the projects feel too large, or 2) you don't have the bandwidth to keep up with the projects that are piling up and feel like you are drowning. The",1,0.562786996364594
69,A coworker is feeling overwhelmed with work-life balance. Offer a supportive response and suggest strategies to find equilibrium.,"Work-life balance seems like an impossible goal to achieve. Sometimes it feels like we have too many responsibilities that conflict with each other. One way to help with work-life balance is by setting time aside for relaxation and rejuvenation. That could mean scheduling a date with friends or family, or taking time to focus on personal interests. Also, it’s okay to ask for help. When I was feeling overwhelmed, taking some time off to focus on things that make me happy helped me feel more in control. In addition, setting time aside for stress relief can help give me some space from my demanding responsibilities. Lastly, I believe in having a healthy work-life balance. At home, I may work more hours, but that does not mean I work better. My family should be a priority, and also giving my job my all. My work and family should complement one another, and not overtake one another. I’m thankful for my work and feel like it has great impact on the world, but I also need to be honest with myself that I do have limits and that it is ok to ask for help when I need it.",1,1.41144418716431
70,Your parent shares their concerns about growing older. Provide words of comfort and reassurance about the next phase of life.,"I know this is a hard time for you as you experience this transition in your parent's life.  It is never easy, but try to remember this is a very difficult transition in many ways.  This is the normal aging process, that our parents would be dealing with to some degree.  What is normally is not always easy, but this is not an insurmountable challenge, this is the next natural phase of life, and I think you of the ways to be strong and provide care.  Be kind, be open and give as much to your parent as you can, they are counting on you, and so am I.",1,-0.347266614437103
71,Your parent shares their concerns about growing older. Provide words of comfort and reassurance about the next phase of life.,I'm so sorry you're going through this. It must be incredibly stressful for you. I will be there for you. I can support you and help you process this. I am also looking into any support I can provide to my parents that may help relieve some of their concerns and worries. Please let me know if there is anything I can do to help.,3,-0.42886883020401
72,Your parent shares their concerns about growing older. Provide words of comfort and reassurance about the next phase of life.,"It’s never easy losing my parents and even though they have passed on, they live on in my memories and the wonderful stories my mom could tell of her childhood.  My parents were very hard working and dedicated to their family.  I can say that with certainty because my mom passed when I was 20 and I don’t remember her being sick for a long time.  She never complained about the aches and pains that come with age.  Instead, she would go on and on about how she can catch up on housework and even admitted that she was kind of a neat freak.  I honestly don’t think I will ever get over the fact that she is gone and there is not way to get her back.  She was the one that was always there for me and pushed me to do better in school and to dream big.  As much as it hurts, I will forever be grateful that I had the time I did with her and so very much stronger because of it.  I wish for you the same.  I am also a firm believer that life is what you make out of it, make no mistake you will get knocked down, but if you get back up, never give up.  What I learned from my mother has",1,-1.03423094749451
73,Your parent shares their concerns about growing older. Provide words of comfort and reassurance about the next phase of life.,"Hi, I’m so sorry to hear about your worries. I’ve been in your shoes and know the anxiety of not knowing what’s ahead. It can be overwhelming. With that said, it is what it is, and it won’t last forever. I am right here for you, and I hope you feel empowered by hearing that. It’s natural for us to think about mortality and our time here on earth. As a species, our time on this earth is short; we’re here for a blink of an eye. You might consider some of the unique characteristics we humans share, like this. If you look into the eyes of your children or grandchildren you might wonder, ‘how on earth will they survive without me?’ I hope you feel less overwhelmed. I’m here if you ever need to talk. With love, Mum",1,-0.986817240715027
74,Your parent shares their concerns about growing older. Provide words of comfort and reassurance about the next phase of life.,"I have experienced a lot of change in my life and know that there are many transitions. Some will be harder than others but that does not mean we stop trying to find happiness. I want you to know that you have a partner who will love and support you through it all. I know that as you grow older you will sometimes feel left behind and wonder if I’m spending enough time with you. I promise to put your needs before mine and you will find the love I have for you as you have grown into the woman you are today. In all things, it is better to have loved and lost than never to have loved at all. You had many years in your twenties when you were learning to navigate the world of work and your career. You are now in the time of learning to navigate the world of family and the beginning of the next chapter of life. It is my wish that you enjoy this new phase of life with excitement, new beginnings and happiness. I am so proud of the person you have become and I am so ready to see where this takes us.",1,-1.43691265583038
75,Someone expresses their fear of failure before an important event. Offer words of support and remind them of their strengths.,"Hey there,I’m so sorry to hear you’re feeling anxious about this upcoming presentation. It is totally understandable to feel that way when you haven’t prepared at all. Here’s the good news: I think you’re underprepared because you’re underestimating just how much you’ve learned and practiced over the past year. You know your company inside and out, and you feel confident in your delivery. So let’s just go into this with no fear and see what happens. What do you say? Are you in? - John",2,-1.4939478635788
76,Someone expresses their fear of failure before an important event. Offer words of support and remind them of their strengths.,"I hear and understand your concern about the upcoming event. I also share your excitement and willingness to move forward. I encourage you to remember you are prepared. You have prepared for a career. You have also prepared for the time when the ""times are tough"" feeling.  It is important to focus on your strengths. You have done extensive preparation  Let me ask you a question - when was the last time you feel excited and eager to accomplish a task? I bet it has been a long time. This is  great. I know you are excited and eager to put your skills into action. You will rock this!",2,-1.24425709247589
77,Someone expresses their fear of failure before an important event. Offer words of support and remind them of their strengths.,"I have been working with Julie on the upcoming audit for her firm. She has some apprehension about the audit and the related potential outcomes, whether she could pass or not. This is understandable, after all she has been doing this for quite some time now and the controls haven't changed. I have found that it is not uncommon for the auditor to find a few things that perhaps need more explanation or action, but overall pass. I believe in you Julie, you have done a great job and have been very productive for the firm and I know you will do well.",1,-0.5337775349617
78,Someone expresses their fear of failure before an important event. Offer words of support and remind them of their strengths.,I hear you fearing that you will not succeed and this is quite normal. Remember you are capable of fulfilling this task and let the fear take hold in your mind. I have faith in you and know you can do this!,5,0.150131091475487
79,Someone expresses their fear of failure before an important event. Offer words of support and remind them of their strengths.,"Hi Bob,I’m excited to talk to you about your upcoming interview with the CEO. Your experience presenting to a crowd of thousands during the pitch has you feeling more confident about the outcome this time. I hope that the excitement of the challenge is contagious and that he feels inspired to see you take that next step. I’m also excited about what you’ve accomplished in the last 12 months. When you told me that you were excited to talk with people from different departments and ask them to learn more about operations, I didn’t realize that you’d be one of those people. It’s so impressive how much you’ve progressed, and I know this will be a great next step for you.Looking forward to your next steps and being there for you through this!",1,-2.00908350944519
80,A relative is feeling anxious about attending a social gathering. Provide a response that offers comfort and strategies to manage social anxiety.,"I’m so glad you shared how you’re feeling. Social anxiety can be very scary. However, understanding what is causing your anxiety and developing tools to cope can make it easier to attend social events in the future. Here are some of the reasons you may feel anxious: 1. You’re worried about what people think of you. But you’re the only one who can control this. So, you can practice talking to yourself in your head about what you like and don’t like about how you dress, speak and behave. For example, you can say to yourself, “I don’t know if I should change that habit I have of raising my voice. I may scare people away with my loud tone.” 2. You’re worried about disappointing people. But that’s not a good enough reason to avoid doing things. If you can’t handle the situation well, then it’s likely you won’t put that energy into the next experience either. You can start by being honest with yourself. You may have been more honest than you think. Ask yourself, “Am I afraid of not measuring up?” 3. You’re concerned you won’t know what to say. We often",2,1.29253506660461
81,A relative is feeling anxious about attending a social gathering. Provide a response that offers comfort and strategies to manage social anxiety.,"Hi there,I’m glad to hear that you are feeling anxious about attending the social gathering. I can understand how this could be distressing for you and cause some difficulties for you to manage your social anxiety. It’s great that you’re reaching out to me and sharing how you’re feeling. It’s important for you to express how you’re feeling so that I can help support you however I can.First, I’d like you to think about any prior experience that you have been to similar gatherings and think about how you’ve performed. What have you learned from this? Maybe you noticed that you would start to feel anxious about the gathering towards the end of the planning. I recommend that you pause and consider this. I am also concerned that there is a large gap of 7 days between the gathering I’m referring to and your initial response. This may have made you feel anxious. I suggest that you think of this another way. It could be a form of the upcoming gathering coming up. You may want to consider that it could help to put this in perspective. You may be feeling anxious about it as you may be anxious about situations in which you feel you haven’t performed up to expectations.",1,-0.489921987056732
82,A relative is feeling anxious about attending a social gathering. Provide a response that offers comfort and strategies to manage social anxiety.,"It sounds like your relative is feeling anxious about attending a social gathering. Social anxiety can be a debilitating and persistent condition. Fortunately, there is evidence-based treatment that can effectively help. The first step is to ensure the individual is aware of the signs and symptoms of social anxiety and ask for their support to access professional mental health care. If they are not open to professional care, you can refer them to websites like http://www.be.  Next, I would suggest getting them a plan and tailored instructions for exposure exercises, which are the gold standard for anxiety management. You can share material on the link above or have them check out books on audiobook, like How to Beat Social Anxiety by Amy Foxley. Lastly, it is important to continue to use strategies for managing anxiety at the event to ensure success. They can remind themselves that even if they feel anxious, they can still use self-soothing behaviors like deep breathing and yoga poses to relax. Overall, I commend them for recognizing their feelings and looking for help to manage anxiety.",1,1.40378212928772
83,A relative is feeling anxious about attending a social gathering. Provide a response that offers comfort and strategies to manage social anxiety.,"It’s completely normal to feel anxious when facing social situations, even small social gatherings. Many people feel anxious when they first meet new people. In most social settings, being anxious is not unusual or abnormal, and usually can be easily managed. While it is true that no one expects you to be social during the holidays, it’s not uncommon for people to bring friends and family. This makes it easier for you to connect with people and practice your conversation skills.If this anxiety is interfering with your ability to enjoy the holidays and see your friends, family and neighbors, I would encourage you to discuss your worries with your therapist, as many times your anxiety is manageable. Talking with your therapist can also help you identify your strategies for managing your anxiety so you can feel prepared and have the confidence you need to be social. Here are some strategies to help manage social anxiety:Be yourself, and be honest with yourself. If you always give overly-politically answers, or never express your opinions, your anxiety may escalate because you don’t know how to respond, or even worse, you believe you aren’t prepared to respond and then you’re even more anxious. Try practicing responding with different types of answers",4,0.335828274488449
84,A relative is feeling anxious about attending a social gathering. Provide a response that offers comfort and strategies to manage social anxiety.,"First, I’d recommend establishing the underlying cause of your loved one’s feelings of anxiety. Is it a genuine cause for concern, or are they just socially anxious? In some situations, there can be a fine line between the two. In other words, maybe they are just being extra cautious about the people they interact with, and their anxiety is warranted.In the instance that they are truly anxious, you can provide some reassurance that you are there to help support them. This can help them feel more at ease and alleviate some of their uncertainty. Next, I’d suggest reviewing the “dos” and “don’ts” of mingling with others. This means ensuring they are attending to the conversation, and not losing their train of thought. If they are worried about their shoes and they leave them at the door, that’s likely going to interfere with their ability to be themselves and interact comfortably. Some social anxiety can be managed by ensuring they’re moving around and speaking to different people. The more exposure they have to different conversations and scenarios, the more comfortable they’ll feel.Overall, I’d encourage them to think of someone they may want to spend more time with. If they have fun, they’",1,2.08872771263123
85,"Your friend opens up about their struggle with low self-esteem. Provide a response that offers empathy, support, and resources for building self-confidence.","I’m so proud of you for sharing your struggle. Low self-esteem is a heavy topic, and I’m here to support you on your journey. I’m here to remind you that you are worthy of love and care. And I want to help you get comfortable with being uncomfortable by challenging the beliefs that hold you back. Here are some resources that can help you start to feel more confident. You can practice a new pattern of thinking by questioning thoughts that discourage you. And you can build up your self-worth by appreciating the beautiful things about you.I’m here for you. Let’s keep working on conquering our low-esteem.",5,3.24768090248108
86,"Your friend opens up about their struggle with low self-esteem. Provide a response that offers empathy, support, and resources for building self-confidence.","It’s ok to not be perfect and to acknowledge that everyone has a unique journey. I’m here to listen and to work on our goals together to take steps to building self-esteem. I’m here to support you as we move towards being the best version of ourselves!It feels overwhelming sometimes and I want to help with practical ways you can make a difference in your own life. If you feel like you can’t handle it all, that’s ok too. I am here for everyone.If you’re interested, here are some things that you can try to practice self-esteem:1) Self-care is always on my list2) Being kind to myself first – don’t wait until I have it all together. I find that I become distant when I don’t look after me3) I remind myself that we all want to love ourselves4) Focusing on positive instead of negative. I am confident and working on that!I’m here to help if you are ever feeling down.",4,2.04737114906311
87,"Your friend opens up about their struggle with low self-esteem. Provide a response that offers empathy, support, and resources for building self-confidence.",It's so tough to deal with low self-esteem.  I can relate with that. Especially when I do something I am not so proud of. I think it's important to recognize it and work on it.  What helps me a lot is visualizing my future and my goals. I visualize what am I capable of achieving and put myself in the best situation to reach it. I also make myself accountable to someone I respect and want to hold myself accountable.  As long as I know that I am listening to someone who is truly supportive and in it for me and not to judge me on my actions. I know in my heart that I am in a better place.,4,2.660236120224
88,"Your friend opens up about their struggle with low self-esteem. Provide a response that offers empathy, support, and resources for building self-confidence.","It is so difficult to see yourself through other people’s eyes. You see so many potential opportunities for change and improvement when you work to increase your confidence. The following are some simple ways you can begin to practice self-love.1. Keep a confidence journal. Every morning write 3 things you’re excited or proud of from the day before. They can be things you’ve accomplished or just small things that made you feel good. 2. Visualize success.  Close your eyes and picture a time when you felt really good about yourself. What were you doing? Who else was around? What were you feeling? Remember this time and repeat it every day in your mind’s eye.3. Focus on your strengths. Take some time to write down your favorite adjectives about yourself. Perhaps you’re smart, funny, curious, kind, determined, or passionate. Each day keep a list of 3-5 new ones.4. Pay attention to your energy. Are you giving off a “low self-esteem” vibe? If you find yourself on the receiving end of a “self-esteem” question like “how are you?” or “what are you thinking/doing today?” then be mindful of how you respond",5,1.47888588905334
89,"Your friend opens up about their struggle with low self-esteem. Provide a response that offers empathy, support, and resources for building self-confidence.","It's not easy to be aware of your own flaws but it's really not who you are. I've been struggling with the same feelings and I've learned that in order to push through it I have to detach from the situation and focus on the bigger picture of who I am and what my goals are. I believe in my heart that I am a very strong person and that I have the power to go after anything I put my mind to, and that is what I need to focus on.If you want to work on improving your own self-esteem, try meditation, gratitude journaling, reading/listening to inspiring materials, etc. Everyone has their own way of improving their self-esteem, find what works for you!As for building self-confidence, you can try an approach from a self-help book I've read: ""How to make it work for you"" by John Assaraf. It's a strategy to build confidence by listing your goal, brainstorming solutions, documenting and then executing the next action to step closer to your goal. For example, if your goal is to run a marathon, he suggests you list all the things you already accomplished that are related to this goal (e.g.,  started training",3,1.25984752178192
90,A colleague feels embarrassed after making a mistake at work. Offer words of understanding and encouragement to learn from the experience.,"It's never easy to make a mistake, but it's important to learn from them so you can avoid them in the future. That's why it's so important to talk through what happened with a colleague so you can learn from the experience. Let me know if I can help in any way.",5,1.60386204719543
91,A colleague feels embarrassed after making a mistake at work. Offer words of understanding and encouragement to learn from the experience.,"I'm sorry you feel embarrassed after making a mistake at work.  I'd like to help you understand that mistakes are part of the learning process, and we should all feel proud that we are willing to learn from our experiences.  Let me know if I can help with anything else.",5,3.07187056541443
92,A colleague feels embarrassed after making a mistake at work. Offer words of understanding and encouragement to learn from the experience.,"I understand how disappointing it can be to make a mistake at work. Everyone has slipups, and it is important to acknowledge your mistake and learn from it. I hope you can use this experience to improve yourself and grow as an employee.",5,4.84767627716064
93,A colleague feels embarrassed after making a mistake at work. Offer words of understanding and encouragement to learn from the experience.,It is perfectly understandable that you feel embarrassed after making a mistake at work. I hope you can learn from the experience and take this as an opportunity to further improve your professional competence.,5,3.3408408164978
94,A colleague feels embarrassed after making a mistake at work. Offer words of understanding and encouragement to learn from the experience.,"I'm sorry you feel embarrassed by what happened. While it's a challenging feeling, it's important you don't react to it. An opportunity to learn is a gift and it's important you learn from it.It's also important that I observe you focus on the steps you could have taken to prevent this. Did you check your work with another colleague? I’d be interested to hear what you learn from the experience.",3,1.30639791488647
95,Your partner shares their fear of public speaking. Offer a response that offers comfort and suggests techniques to manage anxiety.,"Fear of public speaking is a very common anxiety for many people.  The first step is acknowledge their feelings and validate their fear.  Next, re-frame their fear as a natural response to a challenge in life, remind them of their experiences from early in life.  You might also suggest cognitive behavior therapy (CBT) techniques.  Model the anxiety before an important event, remind yourself not to avoid challenges.  Be prepared with an out-line of what you want to say, reviewing it before the event.  Prior to the event, allow yourself to have an 'off day' a day in which you prepare not expecting to do as well as you have been in the past.  Allow yourself to struggle through the anxiety, by avoiding the situation try and identify the feeling, sit in your discomfort, don't push through the discomfort.  Carry your emotional preparation into the event, don't ignore signals you need to adjust the talk.  Relaxation techniques,  and breathing exercises can be very helpful.  If you recognize you anxiety is too much to manage, step back from the situation, ask for support and resume the practice of facing anxiety and its management.  The ability to manage anxiety will increase as you continue to work on the above",1,1.16427958011627
96,Your partner shares their fear of public speaking. Offer a response that offers comfort and suggests techniques to manage anxiety.,"I totally hear you on this. I have a hard time expressing emotions like this. The best thing I’ve learned is to try to be open and honest with how I feel. I want you to know that I’m here to help. I’ve actually started a mindfulness practice where I focus on what’s really going on inside. A lot of times, what I think is anxiety or fear is really just frustration or boredom. I’ve found that when I start feeling a knot in my stomach or tightness in my chest that I’ve pushed into a corner, that I’ve got to step back for a bit and let it out. Breathing into it I’ve learned and it has seemed to calm down. I know there’s a way through this and I’m going to stick with it. Let me know if I can help with anything else.",1,-0.178469642996788
97,Your partner shares their fear of public speaking. Offer a response that offers comfort and suggests techniques to manage anxiety.,"I completely understand your feeling of being nervous. Public speaking is very common and comes with social situations and human interactions. Even though it can feel scary and uncomfortable, you need to remember that you do have control and you are still able to take charge of your nerves. In my experience I have found a couple ways of managing nerves and any anxiety. First and foremost is breathing. Try to breath through your mouth and relax as much as possible. You can also help with reducing the feeling of anxiety by breaking it down into smaller chunks. For example, I will go through a list of topics or questions and take deep breaths before moving onto the next step. For example, talking about interests, who I am professionally and personally. Overall, try and do some relaxation activities that help you feel calm. I have also found that if I am clear on the goal and the message I am trying to get across, it helps to simplify the anxiety and put it into perspective. If you are having trouble speaking, there is always text.  I have found that recording myself to listen back and remind myself of the message and build my confidence for when I get there in person. This message is so important and can apply to many situations where I will have to share",2,0.752257823944092
